Sample,Site,Drainage,G1,G2,G3,G4,G5,G6,G7,G8,G9,S1,S2,S3,S4,S5,S6,S7,S8,S9,Ai,STi
Sha27,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,,,,,,,,14,9,,,,,,,,2,2
Sha28,Shark river,North Slope,Pore-DAB*302,Pore-DAB*371,Pore-DAB*206,,,,,,,14,9,9,,,,,,,3,2
Sha29,Shark river,North Slope,Pore-DAB*260,Pore-DAB*302,Pore-DAB*206,Pore-DAB*371,,,,,,14,14,9,9,,,,,,4,2
Sha30,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,,,,,,,,14,9,,,,,,,,2,2
Sha31,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,,,,,,,,14,9,,,,,,,,2,2
Sha32,Shark river,North Slope,Pore-DAB*260,Pore-DAB*206,Pore-DAB*371,,,,,,,14,9,9,,,,,,,3,2
Sha33,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,Pore-DAB*371,,,,,,,14,9,9,,,,,,,3,2
Sha34,Shark river,North Slope,Pore-DAB*206,Pore-DAB*371,,,,,,,,9,9,,,,,,,,2,1
Sha35,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,,,,,,,,14,9,,,,,,,,2,2
Sha36,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,Pore-DAB*371,,,,,,,14,9,9,,,,,,,3,2
Sha5,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,,,,,,,,14,9,,,,,,,,2,2
Sha6,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,Pore-DAB*371,,,,,,,14,9,9,,,,,,,3,2
Sha7,Shark river,North Slope,Pore-DAB*302,Pore-DAB*206,,,,,,,,14,9,,,,,,,,2,2
Sha8,Shark river,North Slope,Pore-DAB*302,Pore-DAB*260,Pore-DAB*206,,,,,,,14,14,9,,,,,,,3,2
Sha9,Shark river,North Slope,Pore-DAB*351,Pore-DAB*402,Pore-DAB*335,Pore-DAB*374,Pore-DAB*202,,,,,3,15,9,9,9,,,,,5,3
SS10,San Souci,North Slope,Pore-DAB*356,Pore-DAB*354,Pore-DAB*358,Pore-DAB*433,,,,,,11,14,15,15,,,,,,4,3
SS11,San Souci,North Slope,Pore-DAB*433,,,,,,,,,15,,,,,,,,,1,1
SS12,San Souci,North Slope,Pore-DAB*303,Pore-DAB*433,,,,,,,,10,15,,,,,,,,2,2
SS14,San Souci,North Slope,Pore-DAB*303,Pore-DAB*310,Pore-DAB*374,Pore-DAB*335,,,,,,10,10,9,9,,,,,,4,2
SS15,San Souci,North Slope,Pore-DAB*310,Pore-DAB*402,Pore-DAB*374,Pore-DAB*335,,,,,,10,15,9,9,,,,,,4,3
SS16,San Souci,North Slope,Pore-DAB*330,Pore-DAB*402,Pore-DAB*104,Pore-DAB*276,,,,,,3,15,9,9,,,,,,4,3
SS17,San Souci,North Slope,Pore-DAB*303,Pore-DAB*371,Pore-DAB*104,,,,,,,10,9,9,,,,,,,3,2
SS18,San Souci,North Slope,Pore-DAB*303,Pore-DAB*356,,,,,,,,10,11,,,,,,,,2,2
SS19,San Souci,North Slope,Pore-DAB*356,Pore-DAB*433,Pore-DAB*402,Pore-DAB*374,Pore-DAB*335,,,,,11,15,15,9,9,,,,,5,3
SS2,San Souci,North Slope,Pore-DAB*354,Pore-DAB*358,Pore-DAB*330,Pore-DAB*202,,,,,,14,15,3,9,,,,,,4,4
SS20,San Souci,North Slope,Pore-DAB*358,Pore-DAB*354,,,,,,,,15,14,,,,,,,,2,2
SS21,San Souci,North Slope,Pore-DAB*433,Pore-DAB*402,Pore-DAB*202,Pore-DAB*104,,,,,,15,15,9,9,,,,,,4,2
SS22,San Souci,North Slope,Pore-DAB*351,Pore-DAB*104,Pore-DAB*374,Pore-DAB*335,,,,,,3,9,9,9,,,,,,4,2
SS23,San Souci,North Slope,Pore-DAB*433,Pore-DAB*402,Pore-DAB*104,Pore-DAB*335,Pore-DAB*374,,,,,15,15,9,9,9,,,,,5,2
SS24,San Souci,North Slope,Pore-DAB*386,Pore-DAB*371,Pore-DAB*403,,,,,,,8,9,1,,,,,,,3,3
SS25,San Souci,North Slope,Pore-DAB*303,Pore-DAB*351,Pore-DAB*374,Pore-DAB*202,Pore-DAB*335,,,,,10,3,9,9,9,,,,,5,3
SS26,San Souci,North Slope,Pore-DAB*303,Pore-DAB*310,,,,,,,,10,10,,,,,,,,2,1
SS27,San Souci,North Slope,Pore-DAB*354,Pore-DAB*310,Pore-DAB*358,,,,,,,14,10,15,,,,,,,3,3
SS28,San Souci,North Slope,Pore-DAB*354,Pore-DAB*358,Pore-DAB*433,Pore-DAB*104,Pore-DAB*202,,,,,14,15,15,9,9,,,,,5,3
SS29,San Souci,North Slope,Pore-DAB*303,Pore-DAB*386,,,,,,,,10,8,,,,,,,,2,2
SS3,San Souci,North Slope,Pore-DAB*303,Pore-DAB*356,Pore-DAB*433,Pore-DAB*374,Pore-DAB*104,,,,,10,11,15,9,9,,,,,5,4
SS30,San Souci,North Slope,Pore-DAB*351,Pore-DAB*374,Pore-DAB*335,,,,,,,3,9,9,,,,,,,3,2
SS31,San Souci,North Slope,Pore-DAB*330,Pore-DAB*374,Pore-DAB*202,Pore-DAB*335,,,,,,3,9,9,9,,,,,,4,2
SS32,San Souci,North Slope,Pore-DAB*303,Pore-DAB*202,Pore-DAB*103,,,,,,,10,9,9,,,,,,,3,2
SS33,San Souci,North Slope,Pore-DAB*303,Pore-DAB*433,Pore-DAB*374,Pore-DAB*335,,,,,,10,15,9,9,,,,,,4,3
SS4,San Souci,North Slope,Pore-DAB*202,Pore-DAB*103,,,,,,,,9,9,,,,,,,,2,1
SS5,San Souci,North Slope,Pore-DAB*356,Pore-DAB*433,,,,,,,,11,15,,,,,,,,2,2
SS6,San Souci,North Slope,Pore-DAB*303,Pore-DAB*356,Pore-DAB*433,Pore-DAB*104,Pore-DAB*202,,,,,10,11,15,9,9,,,,,5,4
SS7,San Souci,North Slope,Pore-DAB*386,Pore-DAB*310,,,,,,,,8,10,,,,,,,,2,2
SS8,San Souci,North Slope,Pore-DAB*402,Pore-DAB*104,Pore-DAB*202,,,,,,,15,9,9,,,,,,,3,2
SS9,San Souci,North Slope,Pore-DAB*386,Pore-DAB*104,Pore-DAB*330,,,,,,,8,9,3,,,,,,,3,3
Miss1,Mission River,North Slope,Pore-DAB*310,Pore-DAB*362,,,,,,,,10,5,,,,,,,,2,2
Miss10,Mission River,North Slope,Pore-DAB*310,Pore-DAB*216,Pore-DAB*120,,,,,,,10,11,8,,,,,,,3,3
Miss11,Mission River,North Slope,Pore-DAB*310,,,,,,,,,10,,,,,,,,,1,1
Miss12,Mission River,North Slope,Pore-DAB*310,,,,,,,,,10,,,,,,,,,1,1
Miss14,Mission River,North Slope,Pore-DAB*362,Pore-DAB*202,Pore-DAB*310,,,,,,,5,9,10,,,,,,,3,3
Miss17,Mission River,North Slope,Pore-DAB*362,Pore-DAB*104,,,,,,,,5,9,,,,,,,,2,2
Miss18,Mission River,North Slope,Pore-DAB*362,Pore-DAB*310,,,,,,,,5,10,,,,,,,,2,2
Miss19,Mission River,North Slope,Pore-DAB*310,,,,,,,,,10,,,,,,,,,1,1
Miss2,Mission River,North Slope,Pore-DAB*310,,,,,,,,,10,,,,,,,,,1,1
Miss20,Mission River,North Slope,Pore-DAB*310,,,,,,,,,10,,,,,,,,,1,1
Miss21,Mission River,North Slope,Pore-DAB*216,Pore-DAB*120,Pore-DAB*362,,,,,,,11,8,5,,,,,,,3,3
Miss22,Mission River,North Slope,Pore-DAB*362,Pore-DAB*310,,,,,,,,5,10,,,,,,,,2,2
Miss24,Mission River,North Slope,Pore-DAB*362,,,,,,,,,5,,,,,,,,,1,1
Miss25,Mission River,North Slope,Pore-DAB*362,Pore-DAB*104,Pore-DAB*310,,,,,,,5,9,10,,,,,,,3,3
Miss26,Mission River,North Slope,Pore-DAB*310,Pore-DAB*362,,,,,,,,10,5,,,,,,,,2,2
Miss27,Mission River,North Slope,Pore-DAB*362,Pore-DAB*202,,,,,,,,5,9,,,,,,,,2,2
Miss28,Mission River,North Slope,Pore-DAB*362,,,,,,,,,5,,,,,,,,,1,1
Miss29,Mission River,North Slope,Pore-DAB*362,,,,,,,,,5,,,,,,,,,1,1
Miss3,Mission River,North Slope,Pore-DAB*310,Pore-DAB*362,,,,,,,,10,5,,,,,,,,2,2
Miss30,Mission River,North Slope,Pore-DAB*362,Pore-DAB*104,,,,,,,,5,9,,,,,,,,2,2
Miss31,Mission River,North Slope,Pore-DAB*362,,,,,,,,,5,,,,,,,,,1,1
Miss4,Mission River,North Slope,Pore-DAB*216,Pore-DAB*120,Pore-DAB*362,Pore-DAB*310,,,,,,11,8,5,10,,,,,,4,4
Miss5,Mission River,North Slope,Pore-DAB*310,Pore-DAB*310,,,,,,,,10,10,,,,,,,,2,1
Miss6,Mission River,North Slope,Pore-DAB*362,,,,,,,,,5,,,,,,,,,1,1
Miss9,Mission River,North Slope,Pore-DAB*310,,,,,,,,,10,,,,,,,,,1,1
Mission-p1_4C,Mission River,North Slope,Pore-DAB*362,,,,,,,,,5,,,,,,,,,1,1
Mission-p1_4D,Mission River,North Slope,Pore-DAB*362,Pore-DAB*310,Pore-DAB*104,,,,,,,5,10,9,,,,,,,3,3
Mission-p1_4E,Mission River,North Slope,Pore-DAB*362,,,,,,,,,5,,,,,,,,,1,1
Tom1,Tompire,NE,Pore-DAB*442,Pore-DAB*446,Pore-DAB*103,,,,,,,4,12,9,,,,,,,3,3
Tom10,Tompire,NE,Pore-DAB*442,Pore-DAB*446,,,,,,,,4,12,,,,,,,,2,2
Tom11,Tompire,NE,Pore-DAB*130,Pore-DAB*446,,,,,,,,13,12,,,,,,,,2,2
Tom12,Tompire,NE,Pore-DAB*130,Pore-DAB*442,,,,,,,,13,4,,,,,,,,2,2
Tom13,Tompire,NE,Pore-DAB*130,Pore-DAB*442,,,,,,,,13,4,,,,,,,,2,2
Tom14,Tompire,NE,Pore-DAB*130,Pore-DAB*443,,,,,,,,13,13,,,,,,,,2,1
Tom15,Tompire,NE,Pore-DAB*130,Pore-DAB*442,Pore-DAB*103,,,,,,,13,4,9,,,,,,,3,3
Tom16,Tompire,NE,Pore-DAB*442,Pore-DAB*446,,,,,,,,4,12,,,,,,,,2,2
Tom17,Tompire,NE,Pore-DAB*130,Pore-DAB*446,,,,,,,,13,12,,,,,,,,2,2
Tom18,Tompire,NE,Pore-DAB*442,,,,,,,,,4,,,,,,,,,1,1
Tom19,Tompire,NE,Pore-DAB*442,Pore-DAB*446,,,,,,,,4,12,,,,,,,,2,2
Tom2,Tompire,NE,Pore-DAB*442,,,,,,,,,4,,,,,,,,,1,1
Tom20,Tompire,NE,Pore-DAB*442,Pore-DAB*446,,,,,,,,4,12,,,,,,,,2,2
Tom21,Tompire,NE,Pore-DAB*338,Pore-DAB*442,Pore-DAB*104,,,,,,,4,4,9,,,,,,,3,2
Tom22,Tompire,NE,Pore-DAB*350,Pore-DAB*443,Pore-DAB*442,,,,,,,10,13,4,,,,,,,3,3
Tom23,Tompire,NE,Pore-DAB*442,Pore-DAB*446,,,,,,,,4,12,,,,,,,,2,2
Tom24,Tompire,NE,Pore-DAB*130,Pore-DAB*442,,,,,,,,13,4,,,,,,,,2,2
Tom25,Tompire,NE,Pore-DAB*130,Pore-DAB*442,,,,,,,,13,4,,,,,,,,2,2
Tom26,Tompire,NE,Pore-DAB*130,,,,,,,,,13,,,,,,,,,1,1
Tom27,Tompire,NE,Pore-DAB*442,,,,,,,,,4,,,,,,,,,1,1
Tom29,Tompire,NE,Pore-DAB*442,Pore-DAB*446,,,,,,,,4,12,,,,,,,,2,2
Tom3,Tompire,NE,Pore-DAB*130,Pore-DAB*446,,,,,,,,13,12,,,,,,,,2,2
Tom30,Tompire,NE,Pore-DAB*442,Pore-DAB*446,,,,,,,,4,12,,,,,,,,2,2
Tom4,Tompire,NE,Pore-DAB*362,Pore-DAB*104,,,,,,,,5,9,,,,,,,,2,2
Tom5,Tompire,NE,Pore-DAB*362,,,,,,,,,5,,,,,,,,,1,1
Tom6,Tompire,NE,Pore-DAB*362,Pore-DAB*130,Pore-DAB*103,,,,,,,5,13,9,,,,,,,3,3
Tom7,Tompire,NE,Pore-DAB*442,,,,,,,,,4,,,,,,,,,1,1
Tom8,Tompire,NE,Pore-DAB*130,Pore-DAB*442,,,,,,,,13,4,,,,,,,,2,2
Tom9,Tompire,NE,Pore-DAB*442,Pore-DAB*130,,,,,,,,4,13,,,,,,,,2,2
GB1,Cumana,NE,Pore-DAB*130,,,,,,,,,13,,,,,,,,,1,1
GB2,Cumana,NE,Pore-DAB*130,,,,,,,,,13,,,,,,,,,1,1
GB3,Cumana,NE,Pore-DAB*130,,,,,,,,,13,,,,,,,,,1,1
GB4,Cumana,NE,Pore-DAB*130,,,,,,,,,13,,,,,,,,,1,1
GB5,Cumana,NE,Pore-DAB*130,,,,,,,,,13,,,,,,,,,1,1
GB6,Cumana,NE,Pore-DAB*130,,,,,,,,,13,,,,,,,,,1,1
G100508AM1,Arima 1,Caroni,Pore-DAB*103,Pore-DAB*318,,,,,,,,9,9,,,,,,,,2,1
G100509AM1,Arima 1,Caroni,Pore-DAB*318,Pore-DAB*398,Pore-DAB*373,Pore-DAB*103,,,,,,9,15,9,9,,,,,,4,2
G100510AM1,Arima 1,Caroni,Pore-DAB*359,Pore-DAB*313,Pore-DAB*318,Pore-DAB*103,,,,,,4,2,9,9,,,,,,4,3
G100511AM1,Arima 1,Caroni,Pore-DAB*269,Pore-DAB*268,Pore-DAB*318,Pore-DAB*103,,,,,,13,13,9,9,,,,,,4,2
G100512AM1,Arima 1,Caroni,Pore-DAB*208,Pore-DAB*236,Pore-DAB*373,Pore-DAB*318,,,,,,4,5,9,9,,,,,,4,3
G100513AM1,Arima 1,Caroni,Pore-DAB*236,Pore-DAB*398,Pore-DAB*271,,,,,,,5,15,9,,,,,,,3,3
G100514AM1,Arima 1,Caroni,Pore-DAB*398,Pore-DAB*104,Pore-DAB*256,,,,,,,15,9,9,,,,,,,3,2
G100515AM1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*318,Pore-DAB*359,,,,,,11,8,9,4,,,,,,4,4
G100516AM1,Arima 1,Caroni,Pore-DAB*208,Pore-DAB*263,Pore-DAB*103,,,,,,,4,13,9,,,,,,,3,3
G100517AM1,Arima 1,Caroni,Pore-DAB*398,Pore-DAB*103,Pore-DAB*216,Pore-DAB*120,,,,,,15,9,11,8,,,,,,4,4
G100518AM1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*318,Pore-DAB*271,,,,,,11,8,9,9,,,,,,4,3
G100519AM1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*318,Pore-DAB*103,,,,,,11,8,9,9,,,,,,4,3
G100520AM1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,Pore-DAB*318,,,,,,11,8,9,9,,,,,,4,3
G100521AM1,Arima 1,Caroni,Pore-DAB*318,Pore-DAB*250,Pore-DAB*251,Pore-DAB*252,,,,,,9,3,15,2,,,,,,4,4
G100522AM1,Arima 1,Caroni,Pore-DAB*252,Pore-DAB*373,Pore-DAB*271,,,,,,,2,9,9,,,,,,,3,2
G100523AM1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*236,Pore-DAB*271,Pore-DAB*318,,,,,11,8,5,9,9,,,,,5,4
G100524AM1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*318,,,,,,,11,8,9,,,,,,,3,3
G100525 - Am1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*208,Pore-DAB*120,Pore-DAB*318,,,,,,11,4,8,9,,,,,,4,4
G100525AM1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*208,Pore-DAB*120,Pore-DAB*318,,,,,,11,4,8,9,,,,,,4,4
G100526AM1,Arima 1,Caroni,Pore-DAB*382,Pore-DAB*408,Pore-DAB*369,Pore-DAB*208,Pore-DAB*216,Pore-DAB*318,Pore-DAB*269,Pore-DAB*120,Pore-DAB*373,8,10,6,4,11,9,13,8,9,9,7
G100527 - Am1,Arima 1,Caroni,Pore-DAB*318,Pore-DAB*251,Pore-DAB*271,Pore-DAB*250,Pore-DAB*398,,,,,9,15,9,3,15,,,,,5,3
G100527AM1,Arima 1,Caroni,Pore-DAB*250,Pore-DAB*398,Pore-DAB*251,Pore-DAB*318,Pore-DAB*271,,,,,3,15,15,9,9,,,,,5,3
G100528AM1,Arima 1,Caroni,Pore-DAB*236,Pore-DAB*269,Pore-DAB*318,,,,,,,5,13,9,,,,,,,3,3
G100529AM1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*269,Pore-DAB*318,,,,,,11,8,13,9,,,,,,4,4
G100530 - Am1,Arima 1,Caroni,Pore-DAB*236,Pore-DAB*308,Pore-DAB*104,Pore-DAB*373,,,,,,5,12,9,9,,,,,,4,3
G100530AM1,Arima 1,Caroni,Pore-DAB*236,Pore-DAB*308,Pore-DAB*104,Pore-DAB*373,,,,,,5,12,9,9,,,,,,4,3
G100531 - Am1,Arima 1,Caroni,Pore-DAB*236,Pore-DAB*269,Pore-DAB*318,Pore-DAB*373,,,,,,5,13,9,9,,,,,,4,3
G100531AM1,Arima 1,Caroni,Pore-DAB*236,Pore-DAB*318,Pore-DAB*373,Pore-DAB*216,Pore-DAB*120,Pore-DAB*269,,,,5,9,9,11,8,13,,,,6,5
G100531-AM1,Arima 1,Caroni,Pore-DAB*236,Pore-DAB*269,Pore-DAB*318,,,,,,,5,13,9,,,,,,,3,3
G100532 - Am1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*318,Pore-DAB*308,Pore-DAB*120,,,,,,11,9,12,8,,,,,,4,4
G100532AM1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*308,Pore-DAB*318,,,,,,11,8,12,9,,,,,,4,4
G100533-AM1,Arima 1,Caroni,Pore-DAB*359,Pore-DAB*398,Pore-DAB*318,,,,,,,4,15,9,,,,,,,3,3
G100534AM1,Arima 1,Caroni,Pore-DAB*236,Pore-DAB*398,Pore-DAB*318,Pore-DAB*103,Pore-DAB*359,,,,,5,15,9,9,4,,,,,5,4
G100535 - Am1,Arima 1,Caroni,Pore-DAB*318,Pore-DAB*398,,,,,,,,9,15,,,,,,,,2,2
G100535AM1,Arima 1,Caroni,Pore-DAB*318,Pore-DAB*398,,,,,,,,9,15,,,,,,,,2,2
G100536 - Am1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*120,,,,,,,,11,8,,,,,,,,2,2
G100536AM1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*271,Pore-DAB*318,,,,,,11,8,9,9,,,,,,4,3
G100537 - Am1,Arima 1,Caroni,Pore-DAB*399,Pore-DAB*359,Pore-DAB*518,Pore-DAB*318,,,,,,13,4,9,9,,,,,,4,3
G100537AM1,Arima 1,Caroni,Pore-DAB*399,Pore-DAB*359,Pore-DAB*256,Pore-DAB*318,,,,,,13,4,9,9,,,,,,4,3
G100539 - Am1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*373,Pore-DAB*120,Pore-DAB*318,,,,,,11,9,8,9,,,,,,4,3
G100539AM1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*318,,,,,,,11,8,9,,,,,,,3,3
G100541 - Am1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*398,Pore-DAB*318,,,,,,11,8,15,9,,,,,,4,4
G100543 - Am1,Arima 1,Caroni,Pore-DAB*251,Pore-DAB*250,Pore-DAB*318,Pore-DAB*269,,,,,,15,3,9,13,,,,,,4,4
G100549 - Am1,Arima 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*251,Pore-DAB*250,Pore-DAB*256,Pore-DAB*318,,,,11,8,15,3,9,9,,,,6,5
G100407AM2,Arima 2,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*318,Pore-DAB*339,,,,,,11,8,9,6,,,,,,4,4
G100408-AM2,Arima 2,Caroni,Pore-DAB*318,Pore-DAB*350,Pore-DAB*406,Pore-DAB*339,,,,,,9,10,2,6,,,,,,4,4
G100409-Am2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*399,Pore-DAB*406,Pore-DAB*318,Pore-DAB*271,,,,,10,13,2,9,9,,,,,5,4
G100410AM2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*406,,,,,,,,10,2,,,,,,,,2,2
G100410-Am2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*406,Pore-DAB*318,Pore-DAB*271,,,,,,10,2,9,9,,,,,,4,3
G100411AM2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*406,,,,,,,,10,2,,,,,,,,2,2
G100411-Am2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*406,Pore-DAB*318,Pore-DAB*271,,,,,,10,2,9,9,,,,,,4,3
G100412AM2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*318,Pore-DAB*406,Pore-DAB*339,,,,,,10,9,2,6,,,,,,4,4
G100412-Am2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*339,Pore-DAB*406,Pore-DAB*318,,,,,,10,6,2,9,,,,,,4,4
G100413-Am2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*406,Pore-DAB*318,Pore-DAB*271,,,,,,10,2,9,9,,,,,,4,3
G100414AM2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*406,,,,,,,,10,2,,,,,,,,2,2
G100415AM2,Arima 2,Caroni,Pore-DAB*339,,,,,,,,,6,,,,,,,,,1,1
G100416AM2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*406,,,,,,,,10,2,,,,,,,,2,2
G100418AM2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*399,Pore-DAB*406,Pore-DAB*104,,,,,,10,13,2,9,,,,,,4,4
G100419-AM2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*406,Pore-DAB*318,Pore-DAB*104,,,,,,10,2,9,9,,,,,,4,3
G100420AM2,Arima 2,Caroni,Pore-DAB*399,Pore-DAB*350,Pore-DAB*406,Pore-DAB*318,Pore-DAB*104,,,,,13,10,2,9,9,,,,,5,4
G100421AM2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*406,Pore-DAB*318,Pore-DAB*104,,,,,,10,2,9,9,,,,,,4,3
G100422AM2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*406,Pore-DAB*339,Pore-DAB*318,,,,,,10,2,6,9,,,,,,4,4
G100424AM2,Arima 2,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*350,Pore-DAB*406,Pore-DAB*318,,,,,11,8,10,2,9,,,,,5,5
G100426AM2,Arima 2,Caroni,Pore-DAB*399,Pore-DAB*339,Pore-DAB*318,,,,,,,13,6,9,,,,,,,3,3
G100427AM2,Arima 2,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*339,Pore-DAB*318,Pore-DAB*350,Pore-DAB*406,,,,11,8,6,9,10,2,,,,6,6
G100427-AM2,Arima 2,Caroni,Pore-DAB*216,Pore-DAB*318,Pore-DAB*120,Pore-DAB*339,,,,,,11,9,8,6,,,,,,4,4
G100428AM2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*406,,,,,,,,10,2,,,,,,,,2,2
G100429AM2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*406,Pore-DAB*318,,,,,,,10,2,9,,,,,,,3,3
G100430AM2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*399,Pore-DAB*406,Pore-DAB*318,,,,,,10,13,2,9,,,,,,4,4
G100431AM2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*406,Pore-DAB*339,Pore-DAB*318,,,,,,10,2,6,9,,,,,,4,4
G100432-Am2,Arima 2,Caroni,Pore-DAB*216,Pore-DAB*318,Pore-DAB*350,Pore-DAB*120,Pore-DAB*406,,,,,11,9,10,8,2,,,,,5,5
G100433-Am2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*318,Pore-DAB*399,Pore-DAB*406,,,,,,10,9,13,2,,,,,,4,4
G100434AM2,Arima 2,Caroni,Pore-DAB*216,,,,,,,,,11,,,,,,,,,1,1
G100434-Am2,Arima 2,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*339,Pore-DAB*104,Pore-DAB*318,,,,,11,8,6,9,9,,,,,5,4
G100435-Am2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*339,Pore-DAB*406,Pore-DAB*318,Pore-DAB*271,,,,,10,6,2,9,9,,,,,5,4
G100436-AM2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*318,Pore-DAB*406,Pore-DAB*408,Pore-DAB*382,Pore-DAB*369,,,,10,9,2,10,8,6,,,,6,5
G100437-Am2,Arima 2,Caroni,Pore-DAB*318,Pore-DAB*339,Pore-DAB*350,Pore-DAB*406,,,,,,9,6,10,2,,,,,,4,4
G100438-Am2,Arima 2,Caroni,Pore-DAB*399,Pore-DAB*318,Pore-DAB*271,,,,,,,13,9,9,,,,,,,3,2
G100439AM2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*406,,,,,,,,10,2,,,,,,,,2,2
G100439-Am2,Arima 2,Caroni,Pore-DAB*350,Pore-DAB*406,Pore-DAB*318,Pore-DAB*271,,,,,,10,2,9,9,,,,,,4,3
G100662E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,Pore-DAB*103,,,,,,11,8,9,9,,,,,,4,3
G100663E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,Pore-DAB*103,,,,,,11,8,9,9,,,,,,4,3
G100665E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*331,Pore-DAB*120,Pore-DAB*373,,,,,,11,10,8,9,,,,,,4,4
G100666E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*367,Pore-DAB*120,,,,,,,11,12,8,,,,,,,3,3
G100667E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,,,,,,,,11,8,,,,,,,,2,2
G100668E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,,,,,,,11,8,9,,,,,,,3,3
G100669E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,,,,,,,11,8,9,,,,,,,3,3
G100670E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,,,,,,,11,8,9,,,,,,,3,3
G100671E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,,,,,,,11,8,9,,,,,,,3,3
G100672E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,,,,,,,,11,8,,,,,,,,2,2
G100673E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,,,,,,,11,8,9,,,,,,,3,3
G100675E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,,,,,,,11,8,9,,,,,,,3,3
G100676E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,Pore-DAB*103,,,,,,11,8,9,9,,,,,,4,3
G100677E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*120,Pore-DAB*373,,,,,,,11,8,9,,,,,,,3,3
G100678E1,El cedro 1,Caroni,Pore-DAB*216,Pore-DAB*367,Pore-DAB*120,Pore-DAB*373,Pore-DAB*103,,,,,11,12,8,9,9,,,,,5,4
